respondent_id,h1n1 vaccine,seasonal vaccine
27041,0.297704846,0.572095445
27042,0.24140632,0.533049317
27043,0.676485841,0.787615575
27044,0.024385491,0.034716829
27045,0.392823207,0.671718168
27046,0.060063237,0.123156761
27048,0.452623588,0.316790893
27049,0.40330246,0.927346326
27050,0.326055033,0.604099167
27052,0.110844406,0.327638128
27053,0.980118296,0.971715825
27054,0.031796514,0.113487992
27055,0.308228642,0.854760772
27056,0.035102832,0.035102832
27057,0.034261034,0.034261034
27058,0.961194428,0.961194428
27059,0.211052082,0.211052082
27060,0.157298508,0.420493137
27061,0.225457406,0.493574192
27062,0.131859074,0.492117689
27063,0.257660356,0.554584221
27064,0.227793569,0.637224542
27065,0.10586283,0.303009651
27066,0.172135822,0.570164709
27067,0.635823609,0.635823609
27068,0.934507306,0.956133349
27069,0.778950203,0.951969611
27070,0.097977998,0.097977998
27071,0.066208631,0.080571216
27072,0.081833577,0.642636132
27073,0.184259544,0.819242623
27074,0.130435687,0.320554445
27075,0.901031864,0.880472434
27076,0.729392284,0.729392284
27077,0.050179528,0.061293171
27078,0.400091341,0.869324472
27079,0.699727892,0.93697298
27080,0.224220756,0.224220756
27081,0.030741296,0.668071937
27082,0.38178644,0.38178644
27083,0.084194009,0.225263168
27084,0.917500305,0.756112516
27085,0.08077642,0.015509449
27086,0.143166238,0.085884714
27087,0.345751812,0.345751812
27088,0.490094491,0.752464443
27089,0.256052124,0.256052124
27090,0.612217298,0.626310734
27091,0.795325282,0.140123974
27092,0.287439699,0.287439699
27093,0.371598198,0.250056657
27094,0.039504538,0.039504538
27095,0.352687935,0.491425503
27096,0.022779634,0.261561309
27097,0.860549185,0.776284765
27098,0.734854132,0.858655364
27099,0.545413328,0.545413328
27100,0.249739271,0.723551341
27102,0.297817016,0.819254852
27103,0.056587653,0.056587653
27104,0.621772075,0.480350933
27105,0.059238495,0.526951119
27106,0.882912024,0.934367155
27107,0.556018448,0.733521413
27109,0.195367342,0.195367342
27110,0.196220645,0.52628175
27111,0.243919899,0.399796594
27112,0.16598774,0.67880798
27113,0.287852005,0.287852005
27115,0.786565093,0.867617667
27117,0.130068529,0.130068529
27118,0.568746549,0.568746549
27119,0.339712565,0.47710805
27120,0.827091733,0.981906729
27121,0.098052455,0.685663247
27122,0.177999841,0.278032007
27123,0.124395449,0.124395449
27124,0.057333054,0.09736142
27125,0.043846101,0.075402385
27126,0.191319462,0.086672952
27127,0.088845305,0.147782194
27128,0.595565361,0.595565361
27129,0.745038171,0.670668286
27130,0.221329638,0.221329638
27131,0.176599164,0.063672207
27132,0.924542985,0.934319585
27133,0.465315653,0.555994566
27134,0.821020825,0.909769475
27135,0.523609452,0.612632259
27136,0.391554728,0.533681836
27137,0.218916979,0.218443726
27138,0.447472186,0.500235421
27139,0.551215989,0.109903343
27140,0.954655413,0.954655413
27141,0.760248284,0.82887901
27142,0.189086571,0.292553837
27143,0.323382165,0.550161645
27144,0.125508097,0.043640019
27145,0.69887254,0.69887254
27146,0.4086135,0.886307055
27148,0.273961533,0.244776811
27149,0.458263554,0.190816996
27150,0.790777566,0.975558137
27151,0.285952161,0.691357835
27152,0.096285886,0.250996573
27153,0.781264146,0.8057034
27155,0.433562247,0.707670068
27156,0.143819424,0.345690696
27157,0.202748022,0.461481112
27158,0.284140752,0.41379461
27159,0.271167213,0.195860383
27160,0.342385674,0.226462604
27161,0.245592798,0.522913696
27162,0.55097243,0.936458522
27163,0.543671707,0.543671707
27164,0.391056528,0.085213178
27165,0.484267452,0.62545382
27166,0.255217099,0.183226254
27167,0.224511841,0.51597298
27168,0.367918784,0.628173337
27170,0.494106715,0.853281771
27171,0.152338061,0.314416028
27173,0.278075878,0.511335431
27174,0.026976749,0.11203474
27175,0.146500412,0.146500412
27176,0.836389326,0.958786935
27177,0.913458083,0.949421293
27178,0.328469797,0.328469797
27179,0.208103947,0.208103947
27180,0.468180267,0.331724724
27181,0.252985473,0.792573731
27182,0.806166959,0.90139647
27183,0.191780729,0.570310893
27184,0.062786254,0.399904884
27185,0.741671003,0.836222395
27186,0.275668225,0.583565243
27187,0.191197655,0.11127927
27188,0.123668568,0.441822458
27189,0.235757893,0.492452528
27190,0.464290581,0.82938699
27191,0.478803362,0.95150978
27192,0.74970615,0.777143493
27193,0.133169471,0.21411833
27194,0.291869325,0.408447037
27195,0.064853798,0.179474696
27196,0.62551131,0.229460072
27197,0.145912203,0.672948863
27198,0.991420612,0.993047018
27199,0.26126885,0.121723444
27200,0.440449516,0.713427406
27201,0.922513767,0.936364486
27202,0.111450465,0.036301926
27203,0.166640913,0.122012845
27204,0.07714457,0.07714457
27206,0.392737236,0.192290327
27208,0.93731226,0.771296136
27210,0.516733058,0.376134904
27211,0.152830302,0.254059069
27212,0.810489415,0.962215647
27213,0.613987893,0.613987893
27214,0.039336778,0.067703029
27216,0.384588952,0.91683813
27217,0.091342519,0.180557163
27218,0.928740615,0.966179339
27219,0.631497072,0.631497072
27220,0.160751498,0.32831381
27221,0.43775338,0.630529656
27222,0.300110975,0.575580627
27223,0.176863584,0.62753039
27224,0.509304766,0.766499546
27225,0.397267305,0.27095001
27226,0.075561916,0.27003119
27227,0.331673759,0.331673759
27228,0.744249469,0.838063171
27229,0.865645703,0.919527091
27230,0.651906624,0.97421768
27231,0.661805553,0.853584694
27232,0.162416177,0.520990391
27233,0.561044579,0.130438159
27234,0.061488282,0.021694015
27235,0.939876855,0.965278828
27236,0.245043757,0.920724791
27237,0.517935561,0.517935561
27239,0.478206703,0.203493121
27240,0.169532561,0.457930727
27241,0.240770628,0.240770628
27242,0.18257027,0.480319681
27243,0.10561301,0.076230594
27244,0.111136771,0.111136771
27245,0.139214859,0.489197681
27246,0.935115338,0.962348438
27247,0.50533645,0.920572306
27248,0.274233963,0.679423602
27249,0.372303731,0.651652407
27250,0.251564135,0.251564135
27252,0.593658272,0.677649699
27253,0.316022502,0.90312186
27254,0.970573929,0.970573929
27256,0.806824362,0.958952303
27257,0.525280805,0.525280805
27258,0.806358738,0.83731064
27259,0.898588168,0.931201722
27260,0.207703878,0.558793524
27261,0.484467987,0.67318514
27262,0.583192861,0.583192861
27263,0.103991593,0.103991593
27264,0.153620125,0.054273765
27265,0.107624443,0.23165732
27266,0.27177947,0.39960055
27267,0.413331795,0.757495515
27268,0.030571687,0.149592382
27269,0.693903416,0.3872366
27270,0.063560776,0.094178011
27271,0.124795627,0.310213122
27272,0.021212086,0.304231374
27273,0.099884454,0.164438742
27274,0.409567391,0.409567391
27275,0.356636414,0.356636414
27276,0.014891575,0.131031119
27277,0.29176404,0.82334841
27278,0.370665253,0.322742884
27279,0.394893581,0.268449902
27282,0.481915915,0.873555896
27283,0.031737797,0.031737797
27284,0.224646758,0.35295709
27285,0.39973611,0.39973611
27287,0.483140571,0.483140571
27288,0.876190409,0.876190409
27289,0.440558148,0.456027038
27290,0.021500544,0.064642607
27291,0.745780327,0.872534522
27292,0.239802903,0.58308383
27293,0.565087912,0.963158135
27294,0.047635392,0.038895558
27295,0.577533601,0.890592432
27296,0.439747944,0.737920854
27297,0.125275681,0.653552414
27298,0.128867234,0.318736376
27299,0.660998737,0.776646799
27300,0.603417248,0.957603465
27301,0.030761429,0.030761429
27302,0.299579262,0.573607448
27303,0.027461332,0.120333879
27304,0.303365351,0.812447202
27305,0.067963356,0.039492653
27306,0.569114495,0.569114495
27307,0.763842088,0.799903517
27308,0.226972016,0.226972016
27309,0.916940422,0.97200599
27310,0.343801542,0.11877136
27311,0.125328464,0.125328464
27312,0.205379328,0.376206334
27313,0.135164195,0.135164195
27314,0.05762015,0.05762015
27315,0.301474977,0.301474977
27319,0.662469,0.861253831
27320,0.500862311,0.654514368
27321,0.148400552,0.546423471
27322,0.504015523,0.054464884
27323,0.256815537,0.553491733
27324,0.558489112,0.609893249
27325,0.947461446,0.947461446
27326,0.217743661,0.659284466
27328,0.326670695,0.515368332
27329,0.222925723,0.304695884
27331,0.216221955,0.216221955
27332,0.766772888,0.94420534
27333,0.766719401,0.766719401
27334,0.106066489,0.03635286
27335,0.31212831,0.104009667
27336,0.191288234,0.160637517
27337,0.197618424,0.822639048
27338,0.240626459,0.42508728
27339,0.378510126,0.255627492
27340,0.171549218,0.171549218
27341,0.704330589,0.704330589
27342,0.096711925,0.547099281
27343,0.10486914,0.10486914
27344,0.690955862,0.557654493
27345,0.170633939,0.267332741
27346,0.959045488,0.976550788
27347,0.937453116,0.965866409
27348,0.266988511,0.266988511
27349,0.096023952,0.15852264
27350,0.518234582,0.937985918
27351,0.958891737,0.880310358
27352,0.216080632,0.328338145
27353,0.010315052,0.093467901
27354,0.652201603,0.650943954
27355,0.535022552,0.535022552
27357,0.391083128,0.391083128
27358,0.631954128,0.753305957
27359,0.70721921,0.811169901
27360,0.250890904,0.603828396
27361,0.251187399,0.923095567
27362,0.418239712,0.418239712
27363,0.382950754,0.258696264
27365,0.492973094,0.634222294
27366,0.859269791,0.572957816
27368,0.31089893,0.49721366
27369,0.076608318,0.066521108
27370,0.16777758,0.824851064
27371,0.324212626,0.324212626
27372,0.26006625,0.26006625
27373,0.826783752,0.728552119
27374,0.130564703,0.320802135
27375,0.713041203,0.960234635
27376,0.615621421,0.474537228
27377,0.12343168,0.527505301
27378,0.101568357,0.167394697
27379,0.320848144,0.236215895
27380,0.428934818,0.937937826
27381,0.357711331,0.667041283
27382,0.420244916,0.224778951
27383,0.518187787,0.656671601
27384,0.105434824,0.270446633
27385,0.464068615,0.923907285
27386,0.694017024,0.883644408
27387,0.669429244,0.864950567
27388,0.246201985,0.246201985
27389,0.315278351,0.315278351
27390,0.043141528,0.035195729
27391,0.359902898,0.668540089
27392,0.81337519,0.85115683
27393,0.070531991,0.070531991
27394,0.073905049,0.370844498
27395,0.779620898,0.699005413
27396,0.084311728,0.084311728
27397,0.947689549,0.947689549
27398,0.794852105,0.827249214
27399,0.10796322,0.577938212
27401,0.483760926,0.345090013
27402,0.481876706,0.745235768
27403,0.150443826,0.203065806
27404,0.588846694,0.285329817
27405,0.874135195,0.895655485
27406,0.128805156,0.208193115
27407,0.284670982,0.11231639
27408,0.392656845,0.670341309
27409,0.920678831,0.962180631
27410,0.253612819,0.253612819
27412,0.549736905,0.855488731
27413,0.043750785,0.204668254
27414,0.882462857,0.703607396
27415,0.181815298,0.284378817
27416,0.410362521,0.28126806
27418,0.498491597,0.216970539
27419,0.779319725,0.9520677
27420,0.171970108,0.172364881
27421,0.526264402,0.248607613
27422,0.490030546,0.630196624
27423,0.141813484,0.35557051
27424,0.186060649,0.471890829
27425,0.451356817,0.450671004
27426,0.205569692,0.242318694
27427,0.346360572,0.346360572
27428,0.141408563,0.169129564
27429,0.568101671,0.268299984
27430,0.264734639,0.777728396
27431,0.817738075,0.586537688
27432,0.563306285,0.663348805
27433,0.508349682,0.868037883
27435,0.67820307,0.67820307
27436,0.059038624,0.100381139
27437,0.168902631,0.169291803
27439,0.316858753,0.316858753
27441,0.882295238,0.902575827
27442,0.159500412,0.91370484
27443,0.107555595,0.107555595
27444,0.177664515,0.04961758
27445,0.03357133,0.03357133
27446,0.234772664,0.089100104
27447,0.064826895,0.212270566
27448,0.458373524,0.600140683
27449,0.433820614,0.939245478
27450,0.157545766,0.869674693
27451,0.058431198,0.163309042
27452,0.013350596,0.142292457
27454,0.187770418,0.290775738
27455,0.643489064,0.153582656
27456,0.403987989,0.403987989
27457,0.147127485,0.234765126
27458,0.384910798,0.384910798
27460,0.871852568,0.871852568
27461,0.18435289,0.18435289
27463,0.310815664,0.445073707
27464,0.567219808,0.806076282
27465,0.767979571,0.917446243
27466,0.026874575,0.046814392
27467,0.162697002,0.330872736
27468,0.087510197,0.473994029
27469,0.0936474,0.640384313
27470,0.931678783,0.921341607
27471,0.238397132,0.623188279
27472,0.449082013,0.59244998
27474,0.587982146,0.536576709
27475,0.083298377,0.048739577
27476,0.389808762,0.369584706
27477,0.289198342,0.289198342
27478,0.026738528,0.619379801
27480,0.786406804,0.706193724
27481,0.766804809,0.766804809
27482,0.595004573,0.29055671
27483,0.892430295,0.723998421
27484,0.770994144,0.933030527
27485,0.163188616,0.823416414
27487,0.392758807,0.880067705
27488,0.918365592,0.93290387
27489,0.881349231,0.807263469
27490,0.080727673,0.239554068
27491,0.398816668,0.677220747
27492,0.175692708,0.576221587
27493,0.507133841,0.916429107
27494,0.584985012,0.714270282
27495,0.386452549,0.262078757
27496,0.132665511,0.213383441
27497,0.09495607,0.02841686
27498,0.070928074,0.575243443
27499,0.768061013,0.878912234
27500,0.138901656,0.898388709
27501,0.157139799,0.322383547
27502,0.239115314,0.666585674
27503,0.392990847,0.534491625
27504,0.039339336,0.032070353
27505,0.081024938,0.161958513
27506,0.712046768,0.844239956
27507,0.285293765,0.207178995
27509,0.24174335,0.554807025
27510,0.636664234,0.328172973
27511,0.450693709,0.540720667
27512,0.157523874,0.260904045
27513,0.787428338,0.413023966
27514,0.683832286,0.549461792
27515,0.695258486,0.388753385
27516,0.816702621,0.825881456
27517,0.037152475,0.030274838
27518,0.782781617,0.937320345
27519,0.027712191,0.082270325
27520,0.149005287,0.149005287
27521,0.148928259,0.29125043
27522,0.296499593,0.11759036
27523,0.119664741,0.299491229
27524,0.237950576,0.496869616
27525,0.314591907,0.314591907
27526,0.808580747,0.716598447
27527,0.262352043,0.940223803
27528,0.391152385,0.807516128
27529,0.270260455,0.776299859
27530,0.145730756,0.145730756
27531,0.1193038,0.04349307
27532,0.660388656,0.949741372
27533,0.600772264,0.459027181
27534,0.319729798,0.088436818
27535,0.323335932,0.836243441
27536,0.22093988,0.421204172
27537,0.889611422,0.867029651
27538,0.40860926,0.40860926
27539,0.848512039,0.758503955
27540,0.743580706,0.203568511
27541,0.890939194,0.962737643
27542,0.130190693,0.210226547
27543,0.4583488,0.600781298
27544,0.170181583,0.170181583
27545,0.300263902,0.119468998
27546,0.81123396,0.707878903
27548,0.197081131,0.915435222
27549,0.508691167,0.787871583
27550,0.33881823,0.101966365
27551,0.652252713,0.566563437
27552,0.317446985,0.785265642
27553,0.294333996,0.306312265
27554,0.322694901,0.421223607
27555,0.243408516,0.31583702
27556,0.394081173,0.716010826
27557,0.687387227,0.923364933
27558,0.12374848,0.236880723
27559,0.259279175,0.691286329
27560,0.396274794,0.718433983
27561,0.730169344,0.836303182
27562,0.306552508,0.583009553
27563,0.40826936,0.550284225
27564,0.355790161,0.391352122
27565,0.561947447,0.288566317
27566,0.67415894,0.172179673
27567,0.308616336,0.71515295
27568,0.808130496,0.958470921
27569,0.068029285,0.055766814
27570,0.764460909,0.764460909
27571,0.104756614,0.061735701
27572,0.024629739,0.024629739
27573,0.019509919,0.260359211
27574,0.621379991,0.390743997
27575,0.091435811,0.22606168
27576,0.142238434,0.142238434
27577,0.328264033,0.592811383
27578,0.395202554,0.446786266
27579,0.45758244,0.649641873
27581,0.27314708,0.16600535
27582,0.198674564,0.198674564
27583,0.295587549,0.215504146
27584,0.84772055,0.44469288
27585,0.499961222,0.395603673
27586,0.855464408,0.855464408
27587,0.311163362,0.637153805
27588,0.381084747,0.257183361
27589,0.195237854,0.347158352
27590,0.561383977,0.418500359
27591,0.720967325,0.746112124
27592,0.113675122,0.052101025
27595,0.10597806,0.10597806
27596,0.204739393,0.241385065
27597,0.258091014,0.382204682
27599,0.577131099,0.820456592
27600,0.300466319,0.575317104
27601,0.024596027,0.793214486
27602,0.905327852,0.932248928
27603,0.124375968,0.08507647
27605,0.543781922,0.631686706
27606,0.305419667,0.273598322
27607,0.73421506,0.50487705
27608,0.193240665,0.467948779
27609,0.564249882,0.709698765
27610,0.578647038,0.577971563
27611,0.440165059,0.088770149
27612,0.173908161,0.78832336
27613,0.92666629,0.959769446
27614,0.204281234,0.312855185
27615,0.528500243,0.957655107
27616,0.020094598,0.020094598
27617,0.46457827,0.46457827
27618,0.093949156,0.367085334
27619,0.510559266,0.420951381
27620,0.730591584,0.639677329
27621,0.316577689,0.519435202
27622,0.900238494,0.965965861
27623,0.670947881,0.865105953
27624,0.341800128,0.768134249
27625,0.187212384,0.330922725
27626,0.034317365,0.100534776
27627,0.903111062,0.866272792
27628,0.456557505,0.749815062
27629,0.020023756,0.06038543
27630,0.893273995,0.750100838
27631,0.26296228,0.352751532
27632,0.190483833,0.130804463
27633,0.701959274,0.701959274
27635,0.224991259,0.339870979
27636,0.625193551,0.913880989
27637,0.088330434,0.128921238
27638,0.108362435,0.32085178
27639,0.241800453,0.375817166
27640,0.820543014,0.560367995
27641,0.770700722,0.74716593
27642,0.565022453,0.697308667
27643,0.045923319,0.045923319
27644,0.161968675,0.505234273
27645,0.104452031,0.043707937
27646,0.388721905,0.477813198
27647,0.31935406,0.31935406
27649,0.018987498,0.378466108
27650,0.102549917,0.669647049
27651,0.483621554,0.90840605
27652,0.099223461,0.299236875
27653,0.062740756,0.076412617
27654,0.764833433,0.506983868
27655,0.119731649,0.269807726
27656,0.244314448,0.244826192
27657,0.536947573,0.330560129
27658,0.084218648,0.509224177
27659,0.092060262,0.044213296
27660,0.728334218,0.253746033
27661,0.447692972,0.075154545
27662,0.025945659,0.332827204
27663,0.365476482,0.86024779
27664,0.102785852,0.060677245
27665,0.768404398,0.651668157
27666,0.322255589,0.767237194
27667,0.188147981,0.188147981
27668,0.982779882,0.982779882
27669,0.430410281,0.929056553
27670,0.67682084,0.954317597
27671,0.709414735,0.885336901
27672,0.062192282,0.205408728
27674,0.205199767,0.315862099
27675,0.866762933,0.866762933
27676,0.900243979,0.947925481
27677,0.237353931,0.237353931
27678,0.379983489,0.331490959
27679,0.550189215,0.550189215
27680,0.907461008,0.838556574
27681,0.062563554,0.027806356
27682,0.371659985,0.869996744
27683,0.297842624,0.481112102
27684,0.271975335,0.271975335
27685,0.054350518,0.054208333
27686,0.195463429,0.301707564
27687,0.066461791,0.038491423
27688,0.505292475,0.678342591
27689,0.896314015,0.964714176
27690,0.934707078,0.934707078
27691,0.840483939,0.8668817
27692,0.164505307,0.258814826
27694,0.328531942,0.328531942
27695,0.307206329,0.318869405
27696,0.190303901,0.71337383
27697,0.8592593,0.930648636
27698,0.286587371,0.286587371
27699,0.020671634,0.127033878
27700,0.187661576,0.420824473
27701,0.569605164,0.190479168
27702,0.719973583,0.195798614
27703,0.069111801,0.012314781
27704,0.109111218,0.17844648
27705,0.897610645,0.831740087
27706,0.22472729,0.912066455
27707,0.019385698,0.313937372
27708,0.577022948,0.577022948
27709,0.259045562,0.195911293
27711,0.413678954,0.414350935
